,pack,id,name,group,bleed_id
1643,CRE,57,Gengar,1176,
1644,CRE,58,Galarian Articuno V,1177,
1645,CRE,59,Ralts,1178,
1646,CRE,60,Kirlia,1179,
1647,CRE,61,Gardevoir,1180,
1648,CRE,62,Shuppet,1181,
1649,CRE,63,Banette,1182,
1650,CRE,64,Cresselia,106,
1651,CRE,65,Golett,1183,
1652,CRE,66,Golurk,1184,
1653,CRE,67,Swirlix,1185,
1654,CRE,68,Slurpuff,1186,
1655,CRE,69,Inkay,1187,
1656,CRE,70,Malamar,1188,
1657,CRE,71,Hatenna,1189,
1658,CRE,72,Hattrem,1190,
1659,CRE,73,Hatterene,1191,
1660,CRE,74,Shadow Rider Calyrex V,1192,
1661,CRE,75,Shadow Rider Calyrex VMAX,1193,
1662,CRE,76,Diglett,1194,
1663,CRE,77,Dugtrio,1195,
1664,CRE,78,Galarian Farfetch'd,1196,
1665,CRE,79,Galarian Sirfetch'd,1197,
1666,CRE,80,Galarian Zapdos V,1198,
1667,CRE,81,Gallade,1199,
1668,CRE,82,Galarian Yamask,1200,
1669,CRE,83,Galarian Runerigus,1201,
1670,CRE,84,Crabrawler,1202,
1671,CRE,85,Crabominable,1203,
1672,CRE,86,Rockruff,1204,
1673,CRE,87,Lycanroc,1205,
1674,CRE,88,Passimian,107,
1675,CRE,89,Sandaconda V,1206,
1676,CRE,90,Sandaconda VMAX,1207,
1677,CRE,91,Clobbopus,1208,
1678,CRE,92,Grapploct,1209,
1679,CRE,93,Kubfu,1210,
1680,CRE,94,Koffing,1211,
1681,CRE,95,Weezing,1212,
1682,CRE,96,Galarian Weezing,1213,
1683,CRE,97,Galarian Moltres V,1214,
1684,CRE,98,Galarian Slowking,1215,
1685,CRE,99,Galarian Slowking V,1216,
1686,CRE,100,Galarian Slowking VMAX,1217,
1687,CRE,101,Qwilfish,1218,
1688,CRE,102,Seviper,1219,
1689,CRE,103,Spiritomb,1220,
1690,CRE,104,Liepard V,1221,
1691,CRE,105,Venipede,1222,
1692,CRE,106,Whirlipede,1223,
1693,CRE,107,Scolipede,1224,
1694,CRE,108,Single Strike Urshifu,1225,
1695,CRE,109,Aron,1226,
1696,CRE,110,Lairon,1227,
1697,CRE,111,Aggron,1228,
1698,CRE,112,Metagross V,1229,
1699,CRE,113,Metagross VMAX,1230,
1700,CRE,114,Cobalion,1231,
1701,CRE,115,Tauros,1232,
1702,CRE,116,Porygon,1233,
1703,CRE,117,Porygon2,1234,
1704,CRE,118,Porygon-Z,1235,
1705,CRE,119,Blissey V,1236,
1706,CRE,120,Zangoose,1237,
1707,CRE,121,Castform,1238,
1708,CRE,122,Kecleon,1239,
1709,CRE,123,Shaymin,1240,
1710,CRE,124,Tornadus V,1241,
1711,CRE,125,Tornadus VMAX,1242,
1712,CRE,126,Furfrou,1243,
1713,CRE,127,Skwovet,1244,
1714,CRE,128,Greedent,1245,
1715,CRE,129,Agatha,1246,
1716,CRE,130,Avery,1247,
1717,CRE,131,Brawly,1248,
1718,CRE,132,Caitlin,1249,
1719,CRE,133,Crushing Gloves,1250,
1720,CRE,134,Doctor,1251,
1721,CRE,135,Dyna Tree Hill,1252,
1722,CRE,136,Echoing Horn,1253,
1723,CRE,137,Expedition Uniform,1254,
1724,CRE,138,Fire-Resistant Gloves,1255,
1725,CRE,139,Flannery,1256,
1726,CRE,140,Fog Crystal,1257,
1727,CRE,141,Galarian Chestplate,1258,
1728,CRE,142,Honey,1259,
1729,CRE,143,Justified Gloves,1260,
1730,CRE,144,Karen's Conviction,1261,
1731,CRE,145,Klara,266,
1732,CRE,146,Melony,1262,
1733,CRE,147,Old Cemetery,1263,
1734,CRE,148,Path to the Peak,1264,
1735,CRE,149,Peonia,1265,
1736,CRE,150,Peony,1266,
1737,CRE,151,Rapid Strike Scroll of the Skies,1267,
1738,CRE,152,Rugged Helmet,1268,
1739,CRE,153,Siebold,1269,
1740,CRE,154,Single Strike Scroll of Piercing,1270,
1741,CRE,155,Weeding Gloves,1271,
1742,CRE,156,Welcoming Lantern,1272,
1743,CRE,157,Impact Energy,1273,
1744,CRE,158,Lucky Energy,1274,
1745,CRE,159,Spiral Energy,1275,
1746,CRE,160,Celebi V,1130,
1747,CRE,161,Blaziken V,1142,
1748,CRE,162,Volcanion V,1147,
1749,CRE,163,Ice Rider Calyrex V,1165,
1750,CRE,164,Ice Rider Calyrex V,1165,
1751,CRE,165,Zeraora V,1172,
1752,CRE,166,Zeraora V,1172,
1753,CRE,167,Galarian Rapidash V,103,
1754,CRE,168,Galarian Rapidash V,103,
1755,CRE,169,Galarian Articuno V,1177,
1756,CRE,170,Galarian Articuno V,1177,
1757,CRE,171,Shadow Rider Calyrex V,1192,
1758,CRE,172,Shadow Rider Calyrex V,1192,
1759,CRE,173,Galarian Zapdos V,1198,
1760,CRE,174,Galarian Zapdos V,1198,
1761,CRE,175,Sandaconda V,1206,
1762,CRE,176,Galarian Moltres V,1214,
1763,CRE,177,Galarian Moltres V,1214,
1764,CRE,178,Galarian Slowking V,1216,
1765,CRE,179,Galarian Slowking V,1216,
1766,CRE,180,Liepard V,1221,
1767,CRE,181,Metagross V,1229,
1768,CRE,182,Blissey V,1236,
1769,CRE,183,Blissey V,1236,
1770,CRE,184,Tornadus V,1241,
1771,CRE,185,Tornadus V,1241,
1772,CRE,186,Agatha,1246,
1773,CRE,187,Avery,1247,
1774,CRE,188,Brawly,1248,
1775,CRE,189,Caitlin,1249,
1776,CRE,190,Doctor,1251,
1777,CRE,191,Flannery,1256,
1778,CRE,192,Honey,1259,
1779,CRE,193,Karen's Conviction,1261,
1780,CRE,194,Klara,266,
1781,CRE,195,Melony,1262,
1782,CRE,196,Peonia,1265,
1783,CRE,197,Peony,1266,
1784,CRE,198,Siebold,1269,
1785,CRE,199,Celebi VMAX,1131,
1786,CRE,200,Blaziken VMAX,1143,
1787,CRE,201,Blaziken VMAX,1143,
1788,CRE,202,Ice Rider Calyrex VMAX,1166,
1789,CRE,203,Ice Rider Calyrex VMAX,1166,
1790,CRE,204,Shadow Rider Calyrex VMAX,1193,
1791,CRE,205,Shadow Rider Calyrex VMAX,1193,
1792,CRE,206,Sandaconda VMAX,1207,
1793,CRE,207,Galarian Slowking VMAX,1217,
1794,CRE,208,Metagross VMAX,1230,
1795,CRE,209,Tornadus VMAX,1242,
1796,CRE,210,Agatha,1246,
1797,CRE,211,Avery,1247,
1798,CRE,212,Brawly,1248,
1799,CRE,213,Caitlin,1249,
1800,CRE,214,Doctor,1251,
1801,CRE,215,Flannery,1256,
1802,CRE,216,Karen's Conviction,1261,
1803,CRE,217,Klara,266,
1804,CRE,218,Melony,1262,
1805,CRE,219,Peonia,1265,
1806,CRE,220,Peony,1266,
1807,CRE,221,Siebold,1269,
1808,CRE,222,Electrode,840,
1809,CRE,223,Bronzong,84,
1810,CRE,224,Snorlax,65,
1811,CRE,225,Echoing Horn,1253,
1812,CRE,226,Fan of Waves,1109,
1813,CRE,227,Fog Crystal,1257,
1814,CRE,228,Rugged Helmet,1268,
1815,CRE,229,Urn of Vitality,1121,
1816,CRE,230,Welcoming Lantern,1272,
1817,CRE,231,Water Energy,436,
1818,CRE,232,Psychic Energy,438,
1819,CRE,233,Fighting Energy,439,
1820,EVS,1,Pinsir,1276,
1821,EVS,2,Hoppip,1277,
1822,EVS,3,Skiploom,1278,
1823,EVS,4,Jumpluff,1279,
1824,EVS,5,Seedot,1280,
1825,EVS,6,Tropius,1281,
1826,EVS,7,Leafeon V,1282,
1827,EVS,8,Leafeon VMAX,1283,
1828,EVS,9,Petilil,1284,
1829,EVS,10,Lilligant,1285,
1830,EVS,11,Dwebble,1286,
1831,EVS,12,Crustle,1287,
1832,EVS,13,Trevenant V,1288,
1833,EVS,14,Trevenant VMAX,1289,
1834,EVS,15,Gossifleur,1290,
1835,EVS,16,Eldegoss,1291,
1836,EVS,17,Applin,1292,
1837,EVS,18,Flareon VMAX,164,
1838,EVS,19,Entei,1293,
1839,EVS,20,Victini,1294,
1840,EVS,21,Volcarona V,1295,
1841,EVS,22,Litleo,1296,
1842,EVS,23,Pyroar,1297,
1843,EVS,24,Psyduck,1298,
1844,EVS,25,Golduck,1299,
1845,EVS,26,Tentacool,1300,
1846,EVS,27,Tentacruel,1301,
1847,EVS,28,Gyarados V,1302,
1848,EVS,29,Gyarados VMAX,1303,
1849,EVS,30,Vaporeon VMAX,165,
1850,EVS,31,Suicune V,1304,
1851,EVS,32,Lotad,1305,
1852,EVS,33,Lombre,1306,
1853,EVS,34,Ludicolo,1307,
1854,EVS,35,Carvanha,1308,
1855,EVS,36,Sharpedo,1309,
1856,EVS,37,Feebas,1310,
1857,EVS,38,Milotic,1311,
1858,EVS,39,Luvdisc,1312,
1859,EVS,40,Glaceon V,1313,
1860,EVS,41,Glaceon VMAX,1314,
1861,EVS,42,Tympole,1315,
1862,EVS,43,Cryogonal,1316,
1863,EVS,44,Bergmite,1317,
1864,EVS,45,Avalugg,1318,
1865,EVS,46,Wishiwashi,1319,
1866,EVS,47,Eiscue,1320,
1867,EVS,48,Arctovish V,1321,
1868,EVS,49,Pikachu,1322,
1869,EVS,50,Raichu,1323,
1870,EVS,51,Jolteon VMAX,166,
1871,EVS,52,Chinchou,1324,
1872,EVS,53,Lanturn,1325,
1873,EVS,54,Mareep,1326,
1874,EVS,55,Flaaffy,111,
1875,EVS,56,Ampharos,1327,
1876,EVS,57,Emolga,1328,
1877,EVS,58,Dracozolt V,1329,
1878,EVS,59,Dracozolt VMAX,1330,
1879,EVS,60,Regieleki,1331,
1880,EVS,61,Drowzee,1332,
1881,EVS,62,Hypno,1333,
1882,EVS,63,Galarian Articuno,112,
1883,EVS,64,Espeon V,181,
1884,EVS,65,Espeon VMAX,1334,
1885,EVS,66,Wobbuffet,1335,
1886,EVS,67,Sableye,1336,
1887,EVS,68,Woobat,1337,
1888,EVS,69,Swoobat,1338,
1889,EVS,70,Golurk V,1339,
1890,EVS,71,Flabébé,1340,
1891,EVS,72,Floette,1341,
1892,EVS,73,Florges,1342,
1893,EVS,74,Sylveon V,182,
1894,EVS,75,Sylveon VMAX,1343,
1895,EVS,76,Pumpkaboo,1344,
1896,EVS,77,Gourgeist,1345,
1897,EVS,78,Cutiefly,1346,
1898,EVS,79,Ribombee,1347,
1899,EVS,80,Marshadow,1348,
1900,EVS,81,Hitmonchan,1349,
1901,EVS,82,Galarian Zapdos,113,
1902,EVS,83,Medicham V,1350,
1903,EVS,84,Hippopotas,1351,
1904,EVS,85,Hippowdon,1352,
1905,EVS,86,Roggenrola,1353,
1906,EVS,87,Boldore,1354,
1907,EVS,88,Gigalith,1355,
1908,EVS,89,Palpitoad,1356,
1909,EVS,90,Seismitoad,1357,
1910,EVS,91,Lycanroc V,179,
1911,EVS,92,Lycanroc VMAX,1358,
1912,EVS,93,Galarian Moltres,114,
1913,EVS,94,Umbreon V,183,
1914,EVS,95,Umbreon VMAX,1359,
1915,EVS,96,Nuzleaf,1360,
1916,EVS,97,Shiftry,1361,
1917,EVS,98,Scraggy,1362,
1918,EVS,99,Scrafty,1363,
1919,EVS,100,Garbodor V,1364,
1920,EVS,101,Garbodor VMAX,1365,
1921,EVS,102,Zorua,1366,
1922,EVS,103,Zoroark,1367,
1923,EVS,104,Nickit,1368,
1924,EVS,105,Thievul,1369,
1925,EVS,106,Altaria,1370,
1926,EVS,107,Bagon,1371,
1927,EVS,108,Shelgon,1372,
1928,EVS,109,Salamence,1373,
1929,EVS,110,Rayquaza V,135,
1930,EVS,111,Rayquaza VMAX,1374,
1931,EVS,112,Dialga,1375,
1932,EVS,113,Deino,1376,
1933,EVS,114,Zweilous,1377,
1934,EVS,115,Hydreigon,1378,
1935,EVS,116,Kyurem,1379,
1936,EVS,117,Noivern V,136,
1937,EVS,118,Zygarde,1380,
1938,EVS,119,Drampa,1381,
1939,EVS,120,Flapple,1382,
1940,EVS,121,Appletun,1383,
1941,EVS,122,Duraludon V,1384,
1942,EVS,123,Duraludon VMAX,1385,
1943,EVS,124,Regidrago,1386,
1944,EVS,125,Eevee,1387,
1945,EVS,126,Teddiursa,1388,
1946,EVS,127,Ursaring,1389,
1947,EVS,128,Smeargle,1390,
1948,EVS,129,Slakoth,1391,
1949,EVS,130,Vigoroth,1392,
1950,EVS,131,Slaking,1393,
1951,EVS,132,Swablu,1394,
1952,EVS,133,Lillipup,1395,
1953,EVS,134,Herdier,1396,
1954,EVS,135,Stoutland,1397,
1955,EVS,136,Rufflet,1398,
1956,EVS,137,Braviary,1399,
1957,EVS,138,Fletchling,1400,
1958,EVS,139,Fletchinder,1401,
1959,EVS,140,Talonflame,1402,
1960,EVS,141,Aroma Lady,1403,
1961,EVS,142,Boost Shake,1404,
1962,EVS,143,Copycat,1405,
1963,EVS,144,Crystal Cave,1406,
1964,EVS,145,Digging Gloves,1407,
1965,EVS,146,Dream Ball,1408,
1966,EVS,147,Elemental Badge,1409,
1967,EVS,148,Full Face Guard,1410,
1968,EVS,149,Gordie,1411,
1969,EVS,150,Lucky Ice Pop,1412,
1970,EVS,151,Moon & Sun Badge,1413,
1971,EVS,152,Raihan,1414,
1972,EVS,153,Rapid Strike Scroll of the Flying Dragon,1415,
1973,EVS,154,Rescue Carrier,1416,
1974,EVS,155,Ribbon Badge,1417,
1975,EVS,156,Rubber Gloves,1418,
1976,EVS,157,Shopping Center,1419,
1977,EVS,158,Single Strike Scroll of the Fanged Dragon,1420,
1978,EVS,159,Snow Leaf Badge,1421,
1979,EVS,160,Spirit Mask,1422,
1980,EVS,161,Stormy Mountains,1423,
1981,EVS,162,Switching Cups,1424,
1982,EVS,163,Toy Catcher,1425,
1983,EVS,164,Zinnia's Resolve,1426,
1984,EVS,165,Treasure Energy,1427,
1985,EVS,166,Leafeon V,1282,
1986,EVS,167,Leafeon V,1282,
1987,EVS,168,Trevenant V,1288,
1988,EVS,169,Flareon V,137,
1989,EVS,170,Volcarona V,1295,
1990,EVS,171,Gyarados V,1302,
1991,EVS,172,Vaporeon V,138,
1992,EVS,173,Suicune V,1304,
1993,EVS,174,Glaceon V,1313,
1994,EVS,175,Glaceon V,1313,
1995,EVS,176,Arctovish V,1321,
1996,EVS,177,Jolteon V,139,
1997,EVS,178,Dracozolt V,1329,
1998,EVS,179,Espeon V,181,
1999,EVS,180,Espeon V,181,
2000,EVS,181,Golurk V,1339,
2001,EVS,182,Golurk V,1339,
2002,EVS,183,Sylveon V,182,
2003,EVS,184,Sylveon V,182,
2004,EVS,185,Medicham V,1350,
2005,EVS,186,Medicham V,1350,
2006,EVS,187,Lycanroc V,179,
2007,EVS,188,Umbreon V,183,
2008,EVS,189,Umbreon V,183,
2009,EVS,190,Garbodor V,1364,
2010,EVS,191,Dragonite V,142,
2011,EVS,192,Dragonite V,142,
2012,EVS,193,Rayquaza V,135,
2013,EVS,194,Rayquaza V,135,
2014,EVS,195,Noivern V,136,
2015,EVS,196,Noivern V,136,
2016,EVS,197,Duraludon V,1384,
2017,EVS,198,Duraludon V,1384,
2018,EVS,199,Aroma Lady,1403,
2019,EVS,200,Copycat,1405,
2020,EVS,201,Gordie,1411,
2021,EVS,202,Raihan,1414,
2022,EVS,203,Zinnia's Resolve,1426,
2023,EVS,204,Leafeon VMAX,1283,
2024,EVS,205,Leafeon VMAX,1283,
2025,EVS,206,Trevenant VMAX,1289,
2026,EVS,207,Gyarados VMAX,1303,
2027,EVS,208,Glaceon VMAX,1314,
2028,EVS,209,Glaceon VMAX,1314,
2029,EVS,210,Dracozolt VMAX,1330,
2030,EVS,211,Sylveon VMAX,1343,
2031,EVS,212,Sylveon VMAX,1343,
2032,EVS,213,Lycanroc VMAX,1358,
2033,EVS,214,Umbreon VMAX,1359,
2034,EVS,215,Umbreon VMAX,1359,
2035,EVS,216,Garbodor VMAX,1365,
2036,EVS,217,Rayquaza VMAX,1374,
2037,EVS,218,Rayquaza VMAX,1374,
2038,EVS,219,Duraludon VMAX,1385,
2039,EVS,220,Duraludon VMAX,1385,
2040,EVS,221,Aroma Lady,1403,
2041,EVS,222,Copycat,1405,
2042,EVS,223,Gordie,1411,
2043,EVS,224,Raihan,1414,
2044,EVS,225,Zinnia's Resolve,1426,
2045,EVS,226,Froslass,1157,
2046,EVS,227,Inteleon,105,
2047,EVS,228,Cresselia,106,
2048,EVS,229,Boost Shake,1404,
2049,EVS,230,Crystal Cave,1406,
2050,EVS,231,Full Face Guard,1410,
2051,EVS,232,Stormy Mountains,1423,
2052,EVS,233,Toy Catcher,1425,
2053,EVS,234,Turffield Stadium,593,
2054,EVS,235,Lightning Energy,437,
2055,EVS,236,Darkness Energy,440,
2056,EVS,237,Metal Energy,441,
2057,CEL,1,Ho-Oh,1428,
2058,CEL,2,Reshiram,1429,
2059,CEL,3,Kyogre,1430,
2060,CEL,4,Palkia,1431,
2061,CEL,5,Pikachu,1432,
2062,CEL,6,Flying Pikachu V,1433,
2063,CEL,7,Flying Pikachu VMAX,1434,
2064,CEL,8,Surfing Pikachu V,1435,
2065,CEL,9,Surfing Pikachu VMAX,1436,
2066,CEL,10,Zekrom,1437,
2067,CEL,11,Mew,1438,
2068,CEL,12,Xerneas,1439,
2069,CEL,13,Cosmog,1440,
2070,CEL,14,Cosmoem,1441,
2071,CEL,15,Lunala,1442,
2072,CEL,16,Zacian V,1443,
2073,CEL,17,Groudon,1444,
2074,CEL,18,Zamazenta V,1445,
2075,CEL,19,Yveltal,1446,
2076,CEL,20,Dialga,1447,
2077,CEL,21,Solgaleo,1448,
2078,CEL,22,Lugia,1449,
2079,CEL,23,Professor's Research,140,
2080,CEL,24,Professor's Research,140,
2081,CEL,25,Mew,1438,
2082,CEL,CC1,Blastoise,1450,
2083,CEL,CC2,Charizard,1451,
2084,CEL,CC3,Venusaur,1452,
2085,CEL,CC4,Imposter Professor Oak,1453,
2086,CEL,CC5,Dark Gyarados,1454,
2087,CEL,CC6,Here Comes Team Rocket!,1455,
2088,CEL,CC7,Rocket's Zapdos,1456,
2089,CEL,CC8,_____'s Pikachu,1457,
2090,CEL,CC9,Cleffa,1458,
2091,CEL,CC10,Shining Magikarp,1459,
2092,CEL,CC11,Team Magma's Groudon,1460,
2093,CEL,CC12,Rocket's Admin.,1461,
2094,CEL,CC13,Mew ex,1462,
2095,CEL,CC14,Gardevoir ex,1463,
2096,CEL,CC15,Umbreon Star,1464,
2097,CEL,CC16,Claydol,1465,
2098,CEL,CC17,Luxray GL LV.X,1466,
2099,CEL,CC18,Garchomp C LV.X,1467,
2100,CEL,CC19,Donphan,1468,
2101,CEL,CC20,Reshiram,1469,
2102,CEL,CC21,Zekrom,1470,
2103,CEL,CC22,Mewtwo-EX,1471,
2104,CEL,CC23,Xerneas-EX,1472,
2105,CEL,CC24,M Rayquaza-EX,1473,
2106,CEL,CC25,Tapu Lele-GX,1474,
2107,FST,1,Caterpie,1475,
2108,FST,2,Metapod,1476,
2109,FST,3,Butterfree,1477,
2110,FST,4,Shroomish,1478,
2111,FST,5,Breloom,1479,
2112,FST,6,Breloom V,1480,
2113,FST,7,Pansage,1481,
2114,FST,8,Simisage,1482,
2115,FST,9,Sewaddle,1483,
2116,FST,10,Swadloon,1484,
2117,FST,11,Leavanny,1485,
2118,FST,12,Maractus,1486,
2119,FST,13,Shelmet,1487,
2120,FST,14,Accelgor,1488,
2121,FST,15,Virizion,1489,
2122,FST,16,Phantump,1490,
2123,FST,17,Trevenant,1491,
2124,FST,18,Grubbin,1492,
2125,FST,19,Dewpider,1493,
2126,FST,20,Araquanid,1494,
2127,FST,21,Tsareena V,1495,
2128,FST,22,Rillaboom V,1496,
2129,FST,23,Rillaboom VMAX,1497,
2130,FST,24,Gossifleur,1498,
2131,FST,25,Eldegoss,1499,
2132,FST,26,Appletun V,1500,
2133,FST,27,Zarude,1501,
2134,FST,28,Vulpix,1502,
2135,FST,29,Vulpix,1503,
2136,FST,30,Ninetales,1504,
2137,FST,31,Ninetales,1505,
2138,FST,32,Growlithe,1506,
2139,FST,33,Arcanine,1507,
2140,FST,34,Slugma,1508,
2141,FST,35,Magcargo,1509,
2142,FST,36,Victini,1510,
2143,FST,37,Pansear,1511,
2144,FST,38,Simisear,1512,
2145,FST,39,Chandelure V,1513,
2146,FST,40,Chandelure VMAX,1514,
2147,FST,41,Heatmor,1515,
2148,FST,42,Oricorio,156,
2149,FST,43,Cinderace V,1516,
2150,FST,44,Cinderace V,1517,
2151,FST,45,Cinderace VMAX,1518,
2152,FST,46,Sizzlipede,1519,
2153,FST,47,Sizzlipede,1520,
2154,FST,48,Centiskorch,1521,
2155,FST,49,Centiskorch,1522,
2156,FST,50,Shellder,1523,
2157,FST,51,Cloyster,1524,
2158,FST,52,Staryu,1525,
2159,FST,53,Starmie,1526,
2160,FST,54,Lapras,1527,
2161,FST,55,Totodile,1528,
2162,FST,56,Croconaw,1529,
2163,FST,57,Feraligatr,1530,
2164,FST,58,Marill,1531,
2165,FST,59,Azumarill,1532,
2166,FST,60,Qwilfish,1533,
2167,FST,61,Mantine,1534,
2168,FST,62,Mudkip,1535,
2169,FST,63,Marshtomp,1536,
2170,FST,64,Swampert,1537,
2171,FST,65,Clamperl,1538,
2172,FST,66,Huntail,1539,
2173,FST,67,Gorebyss,1540,
2174,FST,68,Panpour,1541,
2175,FST,69,Simipour,1542,
2176,FST,70,Basculin,1543,
2177,FST,71,Galarian Darumaka,1544,
2178,FST,72,Galarian Darmanitan,1545,
2179,FST,73,Greninja V,1546,
2180,FST,74,Clauncher,1547,
2181,FST,75,Clawitzer,1548,
2182,FST,76,Crabominable V,1549,
2183,FST,77,Pyukumuku,157,
2184,FST,78,Inteleon V,1550,
2185,FST,79,Inteleon VMAX,1551,
2186,FST,80,Chewtle,1552,
2187,FST,81,Drednaw,1553,
2188,FST,82,Arrokuda,1554,
2189,FST,83,Barraskewda,1555,
2190,FST,84,Snom,1556,
2191,FST,85,Frosmoth,1557,
2192,FST,86,Pikachu V,1558,
2193,FST,87,Voltorb,1559,
2194,FST,88,Electrode,1560,
2195,FST,89,Plusle,1561,
2196,FST,90,Minun,1562,
2197,FST,91,Shinx,1563,
2198,FST,92,Luxio,1564,
2199,FST,93,Luxray,1565,
2200,FST,94,Rotom,1566,
2201,FST,95,Tynamo,1567,
2202,FST,96,Eelektrik,1568,
2203,FST,97,Eelektross,1569,
2204,FST,98,Helioptile,1570,
2205,FST,99,Heliolisk,1571,
2206,FST,100,Charjabug,1572,
2207,FST,101,Vikavolt,1573,
2208,FST,102,Zeraora,1574,
2209,FST,103,Boltund V,198,
2210,FST,104,Boltund VMAX,1575,
2211,FST,105,Toxel,1576,
2212,FST,106,Toxel,189,
2213,FST,107,Toxtricity,1577,
2214,FST,108,Toxtricity,1578,
2215,FST,109,Morpeko,1579,
2216,FST,110,Jigglypuff,1580,
2217,FST,111,Wigglytuff,1581,
2218,FST,112,Jynx,1582,
2219,FST,113,Mew V,1583,
2220,FST,114,Mew VMAX,1584,
2221,FST,115,Snubbull,1585,
2222,FST,116,Granbull,1586,
2223,FST,117,Galarian Corsola,1587,
2224,FST,118,Galarian Cursola,1588,
2225,FST,119,Mawile,1589,
2226,FST,120,Deoxys,158,
2227,FST,121,Munna,1590,
2228,FST,122,Musharna,1591,
2229,FST,123,Sigilyph,1592,
2230,FST,124,Meloetta,1593,
2231,FST,125,Sandygast,1594,
2232,FST,126,Palossand,1595,
2233,FST,127,Indeedee,1596,
2234,FST,128,Dreepy,1597,
2235,FST,129,Drakloak,1598,
2236,FST,130,Dragapult,1599,
2237,FST,131,Sandshrew,1600,
2238,FST,132,Sandslash,1601,
2239,FST,133,Mankey,1602,
2240,FST,134,Primeape,1603,
2241,FST,135,Geodude,1604,
2242,FST,136,Graveler,1605,
2243,FST,137,Golem,1606,
2244,FST,138,Onix,1607,
2245,FST,139,Steelix,1608,
2246,FST,140,Gligar,1609,
2247,FST,141,Gliscor,1610,
2248,FST,142,Makuhita,1611,
2249,FST,143,Hariyama,1612,
2250,FST,144,Baltoy,1613,
2251,FST,145,Claydol,1614,
2252,FST,146,Lucario V,1615,
2253,FST,147,Drilbur,1616,
2254,FST,148,Landorus,1617,
2255,FST,149,Pancham,1618,
2256,FST,150,Stufful,1619,
2257,FST,151,Bewear,1620,
2258,FST,152,Clobbopus,1621,
2259,FST,153,Grapploct,1622,
2260,FST,154,Falinks,1623,
2261,FST,155,Falinks,1624,
2262,FST,156,Gengar V,1625,
2263,FST,157,Gengar VMAX,1626,
2264,FST,158,Tyranitar V,1627,
2265,FST,159,Galarian Zigzagoon,1628,
2266,FST,160,Galarian Linoone,1629,
2267,FST,161,Galarian Obstagoon,1630,
2268,FST,162,Carvanha,1631,
2269,FST,163,Sharpedo,1632,
2270,FST,164,Absol,1633,
2271,FST,165,Croagunk,223,
2272,FST,166,Toxicroak,1634,
2273,FST,167,Darkrai,1635,
2274,FST,168,Trubbish,1636,
2275,FST,169,Garbodor,1637,
2276,FST,170,Zorua,1638,
2277,FST,171,Zoroark,1639,
2278,FST,172,Vullaby,1640,
2279,FST,173,Mandibuzz,1641,
2280,FST,174,Pangoro,1642,
2281,FST,175,Yveltal,1643,
2282,FST,176,Impidimp,1644,
2283,FST,177,Morgrem,1645,
2284,FST,178,Grimmsnarl,1646,
2285,FST,179,Morpeko,1647,
2286,FST,180,Galarian Meowth,1648,
2287,FST,181,Galarian Perrserker,1649,
2288,FST,182,Skarmory,1650,
2289,FST,183,Excadrill,1651,
2290,FST,184,Durant,1652,
2291,FST,185,Genesect V,1653,
2292,FST,186,Klefki,1654,
2293,FST,187,Togedemaru,1655,
2294,FST,188,Meltan,1656,
2295,FST,189,Melmetal,1657,
2296,FST,190,Corviknight,1658,
2297,FST,191,Cufant,1659,
2298,FST,192,Copperajah,1660,
2299,FST,193,Latias,159,
2300,FST,194,Latios,1661,
2301,FST,195,Goomy,1662,
2302,FST,196,Sliggoo,1663,
2303,FST,197,Goodra,1664,
2304,FST,198,Turtonator,1665,
2305,FST,199,Meowth,1666,
2306,FST,200,Persian,1667,
2307,FST,201,Dodrio V,1668,
2308,FST,202,Chansey,1669,
2309,FST,203,Blissey,1670,
2310,FST,204,Kangaskhan,1671,
2311,FST,205,Eevee,1672,
2312,FST,206,Snorlax,1673,
2313,FST,207,Dunsparce,1674,
2314,FST,208,Stantler,1675,
2315,FST,209,Smeargle,1676,
2316,FST,210,Skitty,1677,
2317,FST,211,Delcatty,1678,
2318,FST,212,Buneary,1679,
2319,FST,213,Lopunny,1680,
2320,FST,214,Bunnelby,1681,
2321,FST,215,Diggersby,1682,
2322,FST,216,Hawlucha,1683,
2323,FST,217,Greedent V,1684,
2324,FST,218,Greedent VMAX,1685,
2325,FST,219,Rookidee,1686,
2326,FST,220,Corvisquire,1687,
2327,FST,221,Wooloo,1688,
2328,FST,222,Wooloo,1689,
2329,FST,223,Dubwool,1690,
2330,FST,224,Adventurer's Discovery,1691,
2331,FST,225,Battle VIP Pass,1692,
2332,FST,226,Bug Catcher,1693,
2333,FST,227,Chili & Cilan & Cress,1694,
2334,FST,228,Cook,1695,
2335,FST,229,Cram-o-matic,1696,
2336,FST,230,Cross Switcher,1697,
2337,FST,231,Crossceiver,1698,
2338,FST,232,Dancer,1699,
2339,FST,233,Elesa's Sparkle,1700,
2340,FST,234,Farewell Bell,1701,
2341,FST,235,Judge,1702,
2342,FST,236,Power Tablet,1703,
2343,FST,237,Quick Ball,426,
2344,FST,238,Schoolboy,1704,
2345,FST,239,Schoolgirl,1705,
2346,FST,240,Shauna,1706,
2347,FST,241,Sidney,1707,
2348,FST,242,Skaters' Park,1708,
2349,FST,243,Spongy Gloves,1709,
2350,FST,244,Fusion Strike Energy,1710,
2351,FST,245,Celebi V,1130,
2352,FST,246,Tsareena V,1495,
2353,FST,247,Chandelure V,1513,
